click_time,ip,app,channel,device,os,fraud
43046.07,71099,15,245,1,15,TRUE
43046.07,117579,23,153,1,19,TRUE
43046.07,38986,3,280,1,25,TRUE
43046.07,39691,3,280,1,17,TRUE
43046.07,53454,25,259,1,13,TRUE
43046.07,101455,2,237,1,16,TRUE
43046.07,145883,12,259,2,9,TRUE
43046.07,69196,14,489,1,19,TRUE
43046.07,91611,12,145,1,19,TRUE
43046.07,58882,18,439,1,18,TRUE
43046.07,16725,15,245,1,19,TRUE
43046.07,124804,18,439,1,19,TRUE
43046.07,205668,2,435,1,22,TRUE
43046.07,103453,3,280,1,19,TRUE
43046.07,48649,3,19,1,13,TRUE
43046.07,86585,2,435,1,19,TRUE
43046.07,43747,11,319,1,22,TRUE
43046.07,207212,55,406,1,22,TRUE
43046.07,109743,2,236,1,23,TRUE
43046.07,113508,3,280,1,10,TRUE
43046.07,40654,3,379,1,22,TRUE
43046.07,183731,64,459,1,23,TRUE
43046.07,26454,2,237,1,9,TRUE
43046.07,119593,3,280,1,19,TRUE
43046.07,115715,9,134,1,13,TRUE
43046.07,4889,13,400,1,35,TRUE
43046.07,24905,26,266,1,6,TRUE
43046.07,3859,15,245,1,37,TRUE
43046.07,177654,1,452,1,19,TRUE
43046.07,100182,9,258,2,22,TRUE
43046.07,103201,3,280,1,22,TRUE
43046.07,59377,12,265,2,13,TRUE
43046.07,38265,1,452,1,26,TRUE
43046.07,205523,3,280,1,19,TRUE
43046.07,131326,25,259,1,12,TRUE
43046.07,159344,3,280,1,19,TRUE
43046.07,82943,9,232,1,25,TRUE
43046.07,53193,2,212,1,13,TRUE
43046.07,73487,3,153,1,46,TRUE
43046.07,56612,12,265,1,70,TRUE
43046.07,77949,9,442,1,12,TRUE
43046.07,34450,18,107,1,10,TRUE
43046.07,65978,3,280,1,13,TRUE
43046.07,7612,15,245,1,13,TRUE
43046.07,190901,3,280,1,19,TRUE
43046.07,53193,12,328,1,13,TRUE
43046.07,117324,13,477,1,13,TRUE
43046.07,172725,64,459,1,23,TRUE
43046.07,75830,2,219,1,13,TRUE
43046.07,212425,12,497,1,17,TRUE
43046.07,72128,18,134,1,41,TRUE
43046.07,81807,14,439,1,13,TRUE
43046.07,80458,2,237,1,19,TRUE
43046.07,31482,20,259,1,19,TRUE
43046.07,84869,18,107,1,23,TRUE
43046.07,3410,11,319,1,17,TRUE
43046.07,26541,2,477,1,19,TRUE
43046.07,53664,2,469,1,19,TRUE
43046.07,201884,3,480,1,19,TRUE
43046.07,8318,3,280,1,19,TRUE
43046.07,131326,25,259,1,12,TRUE
43046.07,91574,2,205,1,17,TRUE
43046.07,99810,1,178,1,22,TRUE
43046.07,138871,26,266,1,3,TRUE
43046.07,92873,3,153,1,19,TRUE
43046.07,17756,21,128,1,22,TRUE
43046.07,113818,15,386,1,3,TRUE
43046.07,160338,12,145,1,37,TRUE
43046.07,148923,15,412,1,19,TRUE
43046.07,139407,12,497,1,19,TRUE
43046.07,37161,2,237,1,19,TRUE
43046.07,78272,21,128,1,19,TRUE
43046.07,122711,2,469,1,17,TRUE
43046.07,51605,3,173,1,13,TRUE
43046.07,81522,3,137,1,8,TRUE
43046.07,181288,3,280,1,13,TRUE
43046.07,21065,9,244,1,13,TRUE
43046.07,56035,3,280,1,10,TRUE
43046.07,42646,23,153,1,19,TRUE
43046.07,7304,15,259,1,19,TRUE
43046.07,20618,17,280,1,41,TRUE
43046.07,53730,3,280,1,18,TRUE
43046.07,80985,64,459,1,41,TRUE
43046.07,11109,2,237,1,18,TRUE
43046.07,198096,12,140,1,30,TRUE
43046.07,11698,15,379,1,53,TRUE
43046.07,152674,3,424,1,13,TRUE
43046.07,204884,8,259,1,19,TRUE
43046.07,197093,2,122,1,13,TRUE
43046.07,79666,8,145,1,18,TRUE
43046.07,138871,26,121,1,3,TRUE
43046.07,187691,13,477,1,26,TRUE
43046.07,102828,28,135,1,30,TRUE
43046.07,75684,2,237,1,19,TRUE
43046.07,168840,26,121,1,19,TRUE
43046.07,44725,18,107,1,19,TRUE
43046.07,43855,11,469,1,22,TRUE
43046.07,107999,12,259,1,19,TRUE
43046.07,135393,3,480,1,13,TRUE
43046.07,75338,12,265,1,13,TRUE
43046.07,116793,13,477,1,16,TRUE
43046.07,14903,13,477,1,16,TRUE
43046.07,179216,1,452,1,18,TRUE
43046.07,138871,26,266,1,3,TRUE
43046.07,11709,3,442,1,13,TRUE
43046.07,100182,20,259,2,22,TRUE
43046.07,39105,18,134,1,19,TRUE
43046.07,114009,12,178,1,13,TRUE
43046.07,193931,23,153,1,17,TRUE
43046.07,89592,9,215,1,18,TRUE
43046.07,204174,12,259,1,13,TRUE
43046.07,40342,12,277,1,32,TRUE
43046.07,188318,26,266,1,13,TRUE
43046.07,28136,11,122,1,13,TRUE
43046.07,96971,3,280,1,18,TRUE
43046.07,206766,13,477,1,8,TRUE
43046.07,15719,3,280,1,17,TRUE
43046.07,7647,21,128,1,13,TRUE
43046.07,17460,23,153,1,9,TRUE
43046.07,134541,12,140,1,17,TRUE
43046.07,65579,18,107,1,9,TRUE
43046.07,52019,3,137,2,9,TRUE
43046.07,204174,9,234,1,13,TRUE
43046.07,114878,2,205,2,9,TRUE
43046.07,109266,18,107,3032,607,TRUE
43046.07,68930,3,115,1,13,TRUE
43046.07,84900,3,371,1,20,TRUE
43046.07,72450,3,280,1,19,TRUE
43046.07,146001,119,347,3032,607,TRUE
43046.07,156880,12,245,1,15,TRUE
43046.07,201613,14,208,1,25,TRUE
43046.07,18312,15,111,1,19,TRUE
43046.07,182127,2,122,1,37,TRUE
43046.07,31555,9,442,1,13,TRUE
43046.07,118728,3,280,1,13,TRUE
43046.07,156880,15,245,1,15,TRUE
43046.07,196870,12,178,1,13,TRUE
43046.07,48504,3,135,1,25,TRUE
43046.07,152064,1,349,1,19,TRUE
43046.07,101842,9,134,1,10,TRUE
43046.07,14645,5,377,1,13,TRUE
43046.07,142582,15,130,1,13,TRUE
43046.07,23699,9,442,1,13,TRUE
43046.07,23699,24,178,1,13,TRUE
43046.07,116708,1,134,1,12,TRUE
43046.07,42297,12,178,1,15,TRUE
43046.07,95820,1,137,1,15,TRUE
43046.07,51593,14,480,1,30,TRUE
43046.07,124649,14,442,1,19,TRUE
43046.07,29411,18,134,1,1,TRUE
43046.07,97560,12,245,1,17,TRUE
43046.07,102515,3,173,1,19,TRUE
43046.07,109723,58,347,3032,607,TRUE
43046.07,45529,17,280,1,47,TRUE
43046.07,10335,14,208,1,19,TRUE
43046.07,123733,15,245,1,13,TRUE
43046.07,114597,9,215,1,19,TRUE
43046.07,81779,12,245,1,6,TRUE
43046.07,8710,28,135,1,19,TRUE
43046.07,109644,2,237,1,13,TRUE
43046.07,114220,2,237,1,19,TRUE
43046.07,112418,1,17,1,18,TRUE
43046.07,5425,3,205,1,19,TRUE
43046.07,106770,14,208,1,13,TRUE
43046.07,106159,18,107,1,42,TRUE
43046.07,132461,15,130,1,13,TRUE
43046.07,38219,12,242,1,22,TRUE
43046.07,44067,2,401,1,30,TRUE
43046.07,93587,18,107,1,17,TRUE
43046.07,184702,2,452,1,18,TRUE
43046.07,87879,3,409,1,19,TRUE
43046.07,77949,9,258,1,12,TRUE
43046.07,70551,15,245,2,28,TRUE
43046.07,118240,15,278,1,15,TRUE
43046.07,107878,1,134,1,22,TRUE
43046.07,23699,9,258,1,13,TRUE
43046.07,50407,17,280,1,13,TRUE
43046.07,11050,21,128,1,19,TRUE
43046.07,59151,2,237,1,13,TRUE
43046.07,38779,15,379,1,32,TRUE
43046.07,6341,26,266,1,47,TRUE
43046.07,118532,3,409,1,13,TRUE
43046.07,7304,1,153,1,19,TRUE
43046.07,190100,6,125,1,12,TRUE
43046.07,64240,2,122,1,13,TRUE
43046.07,42306,14,360,1,14,TRUE
43046.07,41800,15,245,1,19,TRUE
43046.07,4744,3,379,1,13,TRUE
43046.07,182570,15,315,1,13,TRUE
43046.07,143235,23,153,1,19,TRUE
43046.07,88730,3,280,1,6,TRUE
43046.07,108641,2,237,1,5,TRUE
43046.07,121087,13,469,1,17,TRUE
43046.07,86767,14,379,1,19,TRUE
43046.07,44410,21,128,1,13,TRUE
43046.07,101842,8,145,1,10,TRUE
43046.07,102670,29,213,1,19,TRUE
43046.07,87157,9,215,1,41,TRUE
43046.07,92873,12,326,1,19,TRUE
43046.07,198707,14,379,1,19,TRUE
43046.07,49916,22,496,1,10,TRUE
43046.07,105311,12,245,1,19,TRUE
43046.07,22105,9,244,1,13,TRUE
43046.07,15983,29,343,1,22,TRUE
43046.07,114761,15,3,1,19,TRUE
43046.07,47231,150,110,1,19,TRUE
43046.07,90731,15,315,1,13,TRUE
43046.07,167092,8,145,1,19,TRUE
43046.07,80080,18,376,1,6,TRUE
43046.07,93282,12,178,1,19,TRUE
43046.07,115744,3,280,1,18,TRUE
43046.07,11250,12,265,1,37,TRUE
43046.07,17629,18,107,3032,607,TRUE
43046.07,118970,18,107,1,13,TRUE
43046.07,3859,12,245,1,37,TRUE
43046.07,23907,15,480,1,19,TRUE
43046.07,8836,12,259,1,19,TRUE
43046.07,32542,1,153,1,19,TRUE
43046.07,80327,3,480,1,19,TRUE
43046.07,94373,15,278,1,13,TRUE
43046.07,121879,3,280,1,10,TRUE
43046.07,132073,3,280,1,13,TRUE
43046.07,161799,23,153,1,13,TRUE
43046.07,114878,2,205,2,20,TRUE
43046.07,113682,23,153,1,25,TRUE
43046.07,89592,65,317,1,18,TRUE
43046.07,95913,12,259,1,17,TRUE
43046.07,26849,14,439,1,49,TRUE
43046.07,28076,12,265,1,18,TRUE
43046.07,52225,25,259,1,18,TRUE
43046.07,9324,14,480,1,19,TRUE
43046.07,99573,21,128,1,22,TRUE
43046.07,26995,11,319,1,19,TRUE
43046.07,157830,2,477,1,8,TRUE
43046.07,208022,8,259,1,22,TRUE
43046.07,113293,9,215,1,19,TRUE
43046.07,75281,18,439,1,19,TRUE
43046.07,22647,17,280,1,13,TRUE
43046.07,86860,3,280,1,15,TRUE
43046.07,107749,15,245,1,16,TRUE
43046.07,77949,20,259,1,12,TRUE
43046.07,69304,3,280,1,18,TRUE
43046.07,3101,3,205,1,47,TRUE
43046.07,44458,12,326,2,30,TRUE
43046.07,199988,18,107,1,12,TRUE
43046.07,97053,15,265,1,35,TRUE
43046.07,93776,6,125,1,13,TRUE
43046.07,154121,2,258,1,19,TRUE
43046.07,150099,9,215,2,19,TRUE
43046.07,101401,15,386,1,8,TRUE
43046.07,93467,15,245,1,25,TRUE
43046.07,15540,18,107,1,1,TRUE
43046.07,77475,3,280,1,19,TRUE
43046.07,28578,9,215,1,19,TRUE
43046.07,102302,64,459,1,19,TRUE
43046.07,63147,15,412,1,19,TRUE
43046.07,208394,2,236,1,16,TRUE
43046.07,133825,14,442,1,19,TRUE
43046.07,19375,12,265,1,13,TRUE
43046.07,94262,3,280,1,19,TRUE
43046.07,152714,15,245,1,19,TRUE
43046.07,197965,1,153,1,19,TRUE
43046.07,52257,14,134,1,19,TRUE
43046.07,187507,15,480,1,13,TRUE
43046.07,73516,3,280,1,13,TRUE
43046.07,89084,3,280,1,26,TRUE
43046.07,25818,2,205,2,37,TRUE
43046.07,134801,8,259,1,9,TRUE
43046.07,99518,2,435,1,13,TRUE
43046.07,10785,82,224,1,57,TRUE
43046.07,98944,2,469,1,32,TRUE
43046.07,100182,1,125,2,22,TRUE
43046.07,52225,25,259,1,18,TRUE
43046.07,56218,23,153,1,25,TRUE
43046.07,74471,11,325,1,19,TRUE
43046.07,116530,9,442,1,47,TRUE
43046.07,114276,15,480,1,19,TRUE
43046.07,38941,12,174,1,13,TRUE
43046.07,71838,1,135,1,19,TRUE
43046.07,126630,13,400,1,13,TRUE
43046.07,26930,12,328,1,13,TRUE
43046.07,97560,15,245,1,17,TRUE
43046.07,100182,24,178,2,22,TRUE
43046.07,26292,12,245,1,37,TRUE
43046.07,81522,15,245,1,8,TRUE
43046.07,48504,3,115,1,25,TRUE
43046.07,59377,3,280,2,13,TRUE
43046.07,155494,28,135,1,19,TRUE
43046.07,41662,3,19,1,8,TRUE
43046.07,29751,3,409,1,41,TRUE
43046.07,112333,2,237,1,19,TRUE
43046.07,135992,3,489,1,9,TRUE
43046.07,86767,18,439,1,15,TRUE
43046.07,73516,12,326,1,46,TRUE
43046.07,116530,1,153,1,47,TRUE
43046.07,29533,2,237,1,19,TRUE
43046.07,97043,2,122,1,13,TRUE
43046.07,114235,3,280,1,19,TRUE
43046.07,162435,14,208,1,25,TRUE
43046.07,38572,12,178,1,19,TRUE
43046.07,71762,3,115,1,19,TRUE
43046.07,140003,3,280,1,19,TRUE
43046.07,10962,2,237,1,19,TRUE
43046.07,4643,3,280,1,19,TRUE
43046.07,25958,23,153,1,13,TRUE
43046.07,74617,12,178,1,18,TRUE
43046.07,85963,14,442,1,19,TRUE
43046.07,16492,15,386,1,13,TRUE
43046.07,70349,18,107,1,47,TRUE
43046.07,82012,12,19,1,19,TRUE
43046.07,209577,2,469,1,37,TRUE
43046.07,66624,14,379,1,19,TRUE
43046.07,182373,3,280,1,19,TRUE
43046.07,924,2,236,1,19,TRUE
43046.07,135019,27,153,1,23,TRUE
43046.07,23907,14,463,1,19,TRUE
43046.07,44494,1,153,2,9,TRUE
43046.07,86607,3,280,1,17,TRUE
43046.07,162159,6,125,1,25,TRUE
43046.07,79120,12,178,1,22,TRUE
43046.07,43827,12,245,1,13,TRUE
43046.07,72951,9,442,1,19,TRUE
43046.07,86438,3,280,1,19,TRUE
43046.07,100182,9,442,2,22,TRUE
43046.07,59969,3,280,1,17,TRUE
43046.07,5314,3,19,1,9,TRUE
43046.07,39338,3,280,1,19,TRUE
43046.07,38265,3,173,1,19,TRUE
43046.07,184569,3,489,1,20,TRUE
43046.07,79909,3,489,1,41,TRUE
43046.07,48708,13,477,1,8,TRUE
43046.07,22385,3,280,1,8,TRUE
43046.07,23699,1,125,1,13,TRUE
43046.07,56679,12,178,1,13,TRUE
43046.07,37434,13,477,1,37,TRUE
43046.07,81779,15,245,1,6,TRUE
43046.07,53001,18,107,1,18,TRUE
43046.07,207232,9,244,1,20,TRUE
43046.07,54047,2,377,1,19,TRUE
43046.07,63902,15,265,1,22,TRUE
43046.07,154487,20,478,1,19,TRUE
43046.07,193434,14,480,1,17,TRUE
43046.07,34153,3,280,1,9,TRUE
43046.07,134801,12,145,1,9,TRUE
43046.07,73487,12,178,1,19,TRUE
43046.07,32881,23,153,1,19,TRUE
43046.07,196058,2,236,1,3,TRUE
43046.07,19592,3,280,1,19,TRUE
43046.07,45400,18,121,1,19,TRUE
43046.07,114276,3,280,1,13,TRUE
43046.07,40898,8,145,1,13,TRUE
43046.07,26913,12,265,1,19,TRUE
43046.07,154487,12,178,1,19,TRUE
43046.07,56075,2,236,1,17,TRUE
43046.07,200586,2,237,1,16,TRUE
43046.07,90922,15,412,1,13,TRUE
43046.07,2962,15,140,1,9,TRUE
43046.07,71562,3,280,1,14,TRUE
43046.07,8911,14,371,1,17,TRUE
43046.07,99344,3,424,1,19,TRUE
43046.07,18128,3,489,1,13,TRUE
43046.07,2759,18,376,1,18,TRUE
43046.07,82161,3,424,1,19,TRUE
43046.07,87990,18,107,1,31,TRUE
43046.07,199743,14,401,1,31,TRUE
43046.07,66898,8,145,1,8,TRUE
43046.07,81138,9,334,1,23,TRUE
43046.07,53881,18,107,1,3,TRUE
43046.07,30587,9,244,1,19,TRUE
43046.07,26930,3,424,1,13,TRUE
43046.07,5348,3,489,1,25,TRUE
43046.07,94404,1,377,1,19,TRUE
43046.07,160413,14,379,1,11,TRUE
43046.07,2382,27,122,1,13,TRUE
43046.07,109651,3,280,1,22,TRUE
43046.07,83754,3,280,1,19,TRUE
43046.07,183199,12,265,1,17,TRUE
43046.07,86767,3,409,1,8,TRUE
43046.07,2450,2,237,2,9,TRUE
43046.07,26995,13,477,1,10,TRUE
43046.07,206889,2,236,1,15,TRUE
43046.07,172618,1,153,1,19,TRUE
43046.07,41666,1,178,2,19,TRUE
43046.07,53871,21,128,1,37,TRUE
43046.07,36513,21,128,1,13,TRUE
43046.07,2962,9,134,1,9,TRUE
43046.07,70200,3,280,1,19,TRUE
43046.07,103531,18,439,1,19,TRUE
43046.07,59395,3,280,1,20,TRUE
43046.07,101342,15,379,1,6,TRUE
43046.07,106749,3,424,1,22,TRUE
43046.07,104753,21,128,1,8,TRUE
43046.07,18662,18,121,1,13,TRUE
43046.07,22529,18,134,1,13,TRUE
43046.07,118367,15,245,1,13,TRUE
43046.07,197700,15,245,1,13,TRUE
43046.07,19403,13,477,1,10,TRUE
43046.07,105304,3,280,1,32,TRUE
43046.07,108858,15,245,1,25,TRUE
43046.07,187445,15,315,1,22,TRUE
43046.07,105587,15,245,1,17,TRUE
43046.07,28731,14,208,1,13,TRUE
43046.07,12762,2,477,1,3,TRUE
43046.07,205572,15,480,1,19,TRUE
43046.07,58252,3,280,1,9,TRUE
43046.07,2962,8,145,1,9,TRUE
43046.07,29720,9,244,1,6,TRUE
43046.07,13073,12,245,1,27,TRUE
43046.07,32753,15,245,1,19,TRUE
43046.07,3355,9,466,1,19,TRUE
43046.07,103654,21,128,1,19,TRUE
43046.07,95891,14,208,1,8,TRUE
43046.07,69026,3,280,1,13,TRUE
43046.07,135393,15,278,1,13,TRUE
43046.07,89269,3,280,1,3,TRUE
43046.07,29865,3,280,1,23,TRUE
43046.07,7178,14,439,1,13,TRUE
43046.07,8297,9,215,2,19,TRUE
43046.07,94105,11,173,1,19,TRUE
43046.07,205572,14,489,1,19,TRUE
43046.07,153492,13,400,1,19,TRUE
43046.07,80142,3,371,1,25,TRUE
43046.07,116376,151,347,0,0,TRUE
43046.07,127058,6,459,1,17,TRUE
43046.07,55625,2,219,1,3,TRUE
43046.07,53454,3,280,1,13,TRUE
43046.07,15276,72,101,1,18,TRUE
43046.07,10760,12,277,1,17,TRUE
43046.07,170445,3,280,1,19,TRUE
43046.07,145934,15,245,1,20,TRUE
43046.07,70951,3,280,1,13,TRUE
43046.07,18036,12,328,1,22,TRUE
43046.07,62109,18,107,3032,607,TRUE
43046.07,53114,2,122,1,13,TRUE
43046.07,90758,3,280,1,13,TRUE
43046.07,114083,1,137,1,19,TRUE
43046.07,42216,15,111,1,17,TRUE
43046.07,123904,15,245,1,13,TRUE
43046.07,67239,3,379,2,13,TRUE
43046.07,203947,3,371,2,9,TRUE
43046.07,76681,15,245,1,6,TRUE
43046.07,91611,13,477,1,17,TRUE
43046.07,188910,22,496,1,22,TRUE
43046.07,31558,2,236,1,13,TRUE
43046.07,95198,23,153,1,13,TRUE
43046.07,21069,36,224,1,57,TRUE
43046.07,183114,2,469,1,19,TRUE
43046.07,89242,14,208,1,19,TRUE
43046.07,59790,26,121,1,20,TRUE
43046.07,161625,12,259,1,18,TRUE
43046.07,112271,23,153,1,13,TRUE
43046.07,143418,3,280,1,19,TRUE
43046.07,53001,18,107,1,18,TRUE
43046.07,96106,14,208,1,10,TRUE
43046.07,94417,3,137,1,20,TRUE
43046.07,41200,3,280,1,13,TRUE
43046.07,14477,3,480,1,19,TRUE
43046.07,10455,21,128,1,32,TRUE
43046.07,17030,6,459,1,48,TRUE
43046.07,187445,14,489,1,22,TRUE
43046.07,116831,2,364,1,13,TRUE
43046.07,43683,2,401,1,13,TRUE
43046.07,87073,18,107,3032,607,TRUE
43046.07,83803,18,107,1,3,TRUE
43046.07,64525,12,265,1,18,TRUE
43046.07,4633,1,115,1,15,TRUE
43046.07,46680,3,280,1,17,TRUE
43046.07,38998,18,121,1,25,TRUE
43046.07,69869,12,178,1,13,TRUE
43046.07,28123,11,173,1,19,TRUE
43046.07,53625,15,130,1,18,TRUE
43046.07,89242,12,277,1,19,TRUE
43046.07,120360,21,128,1,18,TRUE
43046.07,112629,9,134,1,22,TRUE
43046.07,93467,12,245,1,25,TRUE
43046.07,44410,3,205,1,40,TRUE
43046.07,39182,64,459,1,23,TRUE
43046.07,96676,14,401,1,16,TRUE
43046.07,84869,14,208,1,13,TRUE
43046.07,115228,15,480,1,16,TRUE
43046.07,53454,11,469,1,19,TRUE
43046.07,83880,2,237,1,19,TRUE
43046.07,8505,15,140,2,17,TRUE
43046.07,171834,21,128,1,19,TRUE
43046.07,95766,28,135,1,13,TRUE
43046.07,133934,3,280,1,41,TRUE
43046.07,124924,2,205,1,19,TRUE
43046.07,40705,3,452,1,18,TRUE
43046.07,26204,28,135,1,19,TRUE
43046.07,158907,12,178,1,19,TRUE
43046.07,111438,3,280,1,15,TRUE
43046.07,5348,3,280,1,19,TRUE
43046.07,149239,2,435,1,22,TRUE
43046.07,28522,12,178,1,13,TRUE
43046.07,148923,2,435,1,19,TRUE
43046.07,72867,12,497,1,10,TRUE
43046.07,121428,18,107,1,8,TRUE
43046.07,135992,11,319,1,18,TRUE
43046.07,176504,12,135,1,13,TRUE
43046.07,40342,3,489,1,19,TRUE
43046.07,55235,36,373,1,13,TRUE
43046.07,89946,12,481,1,15,TRUE
43046.07,27065,3,280,1,19,TRUE
43046.07,69026,12,178,1,13,TRUE
43046.07,116644,3,280,1,1,TRUE
43046.07,98374,27,122,1,19,TRUE
43046.07,1839,14,208,1,30,TRUE
43046.07,108858,21,128,2,5,TRUE
43046.07,41725,9,244,1,19,TRUE
43046.07,87073,12,205,1,2,TRUE
43046.07,134598,3,371,1,13,TRUE
43046.07,40739,3,424,1,46,TRUE
43046.07,189286,15,245,1,22,TRUE
43046.07,109526,12,178,1,19,TRUE
43046.07,119852,20,478,1,19,TRUE
43046.07,8505,9,134,2,17,TRUE
43046.07,97126,12,328,1,20,TRUE
43046.07,18906,8,145,1,19,TRUE
43046.07,90837,2,477,1,35,TRUE
43046.07,7210,14,406,1,10,TRUE
43046.07,25792,2,205,2,8,TRUE
43046.07,102324,18,121,1,19,TRUE
43046.07,114276,12,178,1,13,TRUE
43046.07,61714,3,442,1,10,TRUE
43046.07,67606,12,326,1,23,TRUE
43046.07,4983,2,237,1,13,TRUE
43046.07,76759,22,116,1,19,TRUE
43046.07,102324,13,477,1,19,TRUE
43046.07,80327,14,379,1,19,TRUE
43046.07,45214,2,236,1,6,TRUE
43046.07,153621,2,237,1,10,TRUE
43046.07,12148,13,477,1,12,TRUE
43046.07,184569,26,121,1,20,TRUE
43046.07,110975,12,259,1,15,TRUE
43046.07,52798,15,153,1,17,TRUE
43046.07,59869,3,442,1,8,TRUE
43046.07,87879,15,265,1,19,TRUE
43046.07,8438,28,135,1,13,TRUE
43046.07,8911,26,262,1,17,TRUE
43046.07,156255,1,135,1,13,TRUE
43046.07,15962,14,134,1,13,TRUE
43046.07,72189,9,244,1,13,TRUE
43046.07,152180,3,489,1,37,TRUE
43046.07,44349,2,237,1,13,TRUE
43046.07,55929,12,178,2,13,TRUE
43046.07,147863,15,278,1,8,TRUE
43046.07,147784,3,173,1,17,TRUE
43046.07,124953,1,17,1,19,TRUE
43046.07,121182,12,245,1,13,TRUE
43046.07,181156,3,280,1,15,TRUE
43046.07,60355,12,219,1,13,TRUE
43046.07,123757,3,280,1,19,TRUE
43046.07,165191,12,265,1,13,TRUE
43046.07,191759,3,280,1,6,TRUE
43046.07,170508,15,412,1,15,TRUE
43046.07,87480,10,317,1,19,TRUE
43046.07,133880,5,377,1,19,TRUE
43046.07,57760,3,424,1,10,TRUE
